doc ner ner_spacy text

17 O B-ORG Creating
17 O L-ORG SQL
17 O O scripts
17 O O and
17 O O deploying
17 O O on
17 O O the
17 O O local
17 O O environment
17 O O UNIX

17 O O Sanity
17 O O testing
17 O O on
17 O O different
17 O O environments

17 O O Performing
17 O O Manual
17 O O Testing
17 O O on
17 O O OMFUL
17 O O Application

17 O O Creating
17 O O and
17 O O maintaining
17 O O test
17 O O cases
17 O O as
17 O O per
17 O O the
17 O O requirement

17 O U-PERSON Run
17 O O and
17 O O validate
17 O O the
17 O O test
17 O O cases
17 O O in
17 O O the
17 O O system
17 O O which
17 O O is
17 O O integrated
17 O O in
17 O O a
17 O O real
17 O O production
17 O O like
17 O O environment

17 O O Creating
17 O O manual
17 O O stubs
17 O O to
17 O O complete
17 O O the
17 O O process
17 O O fulfillment
17 O O flow

17 O O Defect
17 O O Management

17 O B-WORK_OF_ART Creating
17 O I-WORK_OF_ART Show
17 O I-WORK_OF_ART And
17 O I-WORK_OF_ART Tell
17 O L-WORK_OF_ART Related
17 O O documents

17 O O Participation
17 O O in
17 O O support
17 O O team
17 O O at
17 O O the
17 O O time
17 O O of
17 O O Production
17 O O Deployment
17 O O EDUCATION
17 B-Degree B-ORG State
17 L-Degree L-ORG Board
17 O U-DATE 2008
17 O O Education
17 O O Passing
17 B-Degree O Bachelor
17 I-Degree O in
17 L-Degree O Electronics
17 - O Central
17 - O India
17 - O Institute
17 O O Engineering
17 O O Technical
17 O O University
17 O O SKILLS
17 O O API

17 O B-DATE 1
17 O L-DATE year
17 O O Scripting

17 O B-DATE 1
17 O L-DATE year
17 O U-ORG SOAP
17 O B-DATE 1
17 O L-DATE year
17 O U-ORG UI
17 O B-DATE 1
17 O L-DATE year
17 O U-ORG XML
17 O B-DATE 3
17 O L-DATE years
17 O O ADDITIONAL
17 O O INFORMATION
17 O O Key
17 O O Technical
17 O O Skills
17 O O Technical
17 O O Experience
17 O O Automation
17 O O Testing
17 O O REST
17 O O API
17 O B-ORG Service
17 O L-ORG Virtualization
17 O B-ORG Functional
17 O L-ORG Testing
17 O B-PERSON Regression
17 O L-PERSON Testing
17 O O Manual
17 O O Testing
17 O O Scripting
17 O O SQL
17 O O Domain
17 O O Experience
17 O O Telecom
17 O B-ORG Banking
17 O I-ORG Programming
17 O I-ORG Scripting
17 O L-ORG Languages
17 O O HTML
17 O U-ORG CSS
17 O U-ORG XML
17 O U-ORG SQL
17 O U-ORG JAVA
17 O O Basic
17 O U-ORG JSON
17 O O SDLC
17 O U-PERSON Model
17 O O -Waterfall
17 O O Agile
17 O O Testing
17 O O Tools
17 O O CA
17 O U-PRODUCT LISA
17 O U-ORG APM
17 O O Amdocs
17 O O Process
17 O O Manager
17 O O SOAP
17 O U-PERSON UI
17 O U-ORG TOSCA
17 O B-ORG HP
17 O L-ORG ALM
17 O O QC
17 O O Test
17 O O Management
17 O O Tools
17 O O -JIRA
17 O B-ORG Quality
17 O L-ORG Center
17 O O Other
17 O O Tools
17 O O -SQL
17 O O Developer
17 O O TOAD

17 O O Database
17 O O DB2
17 O O SQL

18 O U-NORP Naynish
18 O O Argade
18 O O Dombivli
18 O B-ORG Maharashtra
18 O L-ORG Email
18 O O me
18 O O on
18 O O Indeed
18 O O indeed.com/r/Naynish-Argade/
18 O O f679e186418a11df
18 O O WORK
18 O O EXPERIENCE
18 B-Designation O Regional
18 I-Designation O Sales
18 L-Designation O Manager
18 O O Milk
18 O O Ever
18 O O icecream
18 O B-DATE December
18 O L-DATE 2017
18 O O to
18 O O Present
18 O O 1
18 O O Appointment
18 O O of
18 O O Distributors

18 O U-CARDINAL 2
18 O O Appointment
18 O O of
18 O O Sales
18 O O Team

18 O U-CARDINAL 3
18 O B-ORG Target
18 O L-ORG Setting

18 O U-CARDINAL 4
18 O O Daily
18 O O reporting
18 O O of
18 O O sales

18 O U-CARDINAL 5
18 O U-DATE Monthly
18 O O meeting
18 O O with
18 O O sales
18 O U-ORG Team

18 O U-CARDINAL 6
18 O O Review
18 O O of
18 O O Target
18 O O v
18 O O s
18 O O Achievements
18 O O on
18 O U-DATE monthly
18 O O basis

18 O U-CARDINAL 7
18 O O Development
18 O O of
18 O O New
18 O O Areas

18 O O 8)
18 O U-DATE Monthly
18 O O visit
18 O O to
18 O O retail
18 O O shops

18 O U-CARDINAL 9
18 O U-ORG Weekly
18 O O meeting
18 O O with
18 O U-ORG Distributors

18 O U-CARDINAL 10
18 O O Co
18 O O ordination
18 O O between
18 O O production
18 O O team
18 O O sales
18 O O team
18 O O and
18 O O distributors
18 O O for
18 O O achievement
18 O O of
18 O O targets

18 O U-CARDINAL 11
18 O O Payments
18 O O follow
18 O O up
18 O O with
18 O O distributors

18 B-Designation O Sales
18 L-Designation O Manager
18 O O SAI
18 O O ENTERPRISES
18 O O cream
18 O U-ORG Bell
18 O O ice
18 O O cream
18 O O distributor
18 O B-DATE March
18 O I-DATE 2013
18 O I-DATE to
18 O I-DATE November
18 O L-DATE 2014
18 O O EDUCATION
18 B-Degree O BE
18 L-Degree O chemical
18 "B-College Name" U-GPE Mumbai
18 "L-College Name" O university
18 O O SKILLS
18 O O Computer
18 O O Operating
18 O B-DATE 10
18 O L-DATE years
18 O B-ORG Business
18 O L-ORG Development
18 O O https://www.indeed.com/r/Naynish-Argade/f679e186418a11df?isid=rex-download&ikw=download-top&co=IN
18 O O https://www.indeed.com/r/Naynish-Argade/f679e186418a11df?isid=rex-download&ikw=download-top&co=IN

19 O B-PERSON K.
19 O L-PERSON Siddharth
19 B-Designation B-PERSON System
19 I-Designation L-PERSON Administrator
19 I-Designation O Server
19 O B-ORG Microsoft
19 O I-ORG Nehru
19 O I-ORG Memorial
19 O L-ORG College
19 O O Puthanampatti
19 O O Tiruchchirappalli
19 O O Tamil
19 O O Nadu
19 O O Email
19 O O me
19 O O on
19 O O Indeed
19 O O indeed.com
19 O O r
19 O O K-
19 O O Siddharth/0023411a049a1441
19 O O A
19 O U-ORG Challenging
19 O O career
19 O O which
19 O O provides
19 O O an
19 O O opportunity
19 O O for
19 O O developing
19 O O innovative
19 O O applications
19 O O using
19 O O evolving
19 O O technologies
19 O O and
19 O O an
19 O O exposure
19 O O to
19 O O learn
19 O O new
19 O O exciting
19 O O skills

19 O O WORK
19 O O EXPERIENCE
19 B-Designation O System
19 I-Designation O Administrator
19 I-Designation O Server
19 O U-ORG Microsoft
19 O O Nehru
19 O O Memorial
19 O O College
19 O O Puthanampatti
19 O U-DATE 2013
19 O O to
19 O O Present
19 O U-DATE 2013
19 O O at
19 O O present
19 O O Managing
19 O O and
19 O O Maintaining
19 O O Windows
19 O O servers
19 O O Over
19 O U-CARDINAL 260nos
19 O U-ORG LAB
19 O O Client
19 O O Pc
19 O O and
19 O U-CARDINAL 405nos
19 O O Individual
19 O O Pc
19 O O Machine
19 O O Firewall
19 O O Configuring
19 O O and
19 O O Surveillances
19 O O Networking
19 O O and
19 O O Traffic
19 O O managing
19 O O Video
19 O O Capturing
19 O O and
19 O O Editing
19 O O Corel
19 O O Studio
19 O O Dslr
19 O O camera
19 O O Two
19 O O Four
19 O O Vehicles
19 O O Driving
19 O O Correctly
19 O O identify
19 O O the
19 O O problem
19 O O resolving
19 O O fast
19 O O Up
19 O O to
19 O O date
19 O O in
19 O O products
19 O O software
19 O O problems

19 B-Designation O System
19 I-Designation O Administrator
19 I-Designation O Server
19 O O Microsoft
19 O O Backup
19 O O the
19 O O data
19 O O Firewall
19 O O Surveillance
19 O O periodically
19 O O Stock
19 O O and
19 O O Report
19 O O Maintaining
19 O O Positive
19 O O Traits
19 O O Strong
19 O O will
19 O O power
19 O O to
19 O O learn
19 O O new
19 O O technologies
19 O O with
19 O O a
19 O O flexibility
19 O O to
19 O O adapt
19 O O to
19 O O all
19 O O new
19 O O work
19 O O environment
19 O O and
19 O O process

19 O O Commitment
19 O O and
19 O O loyalty

19 O O Good
19 O O organizing
19 O O and
19 O O leadership
19 O O quality

19 O O Communicating
19 O O effectively
19 O O with
19 O O gentleness

19 O O I
19 O O joined
19 O O as
19 O O a
19 O U-PRODUCT System
19 O O admin
19 O O but
19 O O can
19 O O learn
19 O O and
19 O O do
19 O O any
19 O O type
19 O O of
19 O O job
19 O U-PERSON Learned
19 O O and
19 O O executed
19 O O which
19 O O was
19 O O not
19 O O there
19 O B-ORG Nehru
19 O L-ORG Memorial
19 O O college
19 O O video
19 O O capturing
19 O O https://www.indeed.com/r/K-Siddharth/0023411a049a1441?isid=rex-download&ikw=download-top&co=IN
19 O O https://www.indeed.com/r/K-Siddharth/0023411a049a1441?isid=rex-download&ikw=download-top&co=IN
19 O O video
19 O O editing
19 O O dslr
19 O O camera
19 O O photoshoot
19 O B-ORG Car
19 O L-ORG Driving
19 O B-PERSON Xerox
19 O L-PERSON Machine

19 O O I
19 O O will
19 O O to
19 O O learn
19 O O anything
19 O O and
19 O O I
19 O O do
19 O O my
19 O O best
19 O U-ORG EDUCATION
19 - U-PERSON Diploma
19 - O in
19 - U-GPE Challenger
19 - O info
19 - O tech
19 O O PASSING
19 O L-PERSON Madurai
19 O O Tamil
19 O O Nadu
19 O U-DATE 2011
19 - O ST.Joseph
19 - O college
19 O O Tiruchchirappalli
19 O O Tamil
19 O O Nadu
19 O U-DATE 2010
19 U-Degree O DCE
19 - B-PERSON Adi
19 - L-PERSON Sankara
19 - O Polytechnic
19 - O College
19 O O Tiruchchirappalli
19 O O Tamil
19 O O Nadu
19 O U-DATE 2009
19 O O S.S.L.C
19 O O in
19 O O PRIVATE
19 O B-ORG STATE
19 O L-ORG BOARD
19 O U-DATE 2005

20 O O Ganesh
20 O O AlalaSundaram
20 O O A
20 O O Dev
20 O O Test
20 O O Professional
20 O O with
20 O U-CARDINAL 8
20 O O Yrs
20 O O of
20 O O exp
20 O O looking
20 O O for
20 O B-ORG SDET
20 O I-ORG Lead
20 O L-ORG SDET/
20 O O Scrum
20 O O Master
20 O O Program
20 O O Manager
20 O O roles

20 O O Chennai
20 O B-ORG Tamil
20 O L-ORG Nadu
20 O B-PERSON Tamil
20 O I-PERSON Nadu
20 O L-PERSON Email
20 O O me
20 O O on
20 O O Indeed
20 O O indeed.com/r/Ganesh-AlalaSundaram/
20 O O dd5b500021e61f65
20 O O My
20 O O long
20 O O term
20 O O career
20 O O objective
20 O O is
20 O O to
20 O O lead
20 O O programs
20 O O that
20 O O solves
20 O O complex
20 O O problems
20 O O responsible
20 O O for
20 O O product
20 O O delivery
20 O O and
20 O O building
20 O O products
20 O O that
20 O O positively
20 O O impacts
20 O U-CARDINAL millions
20 O O of
20 O O consumers
20 O O and
20 O O enterprise
20 O O users

20 O O Willing
20 O O to
20 O O relocate
20 O O Anywhere
20 O O WORK
20 O O EXPERIENCE
20 - O Consultant
20 - O SDET
20 O U-ORG Microsoft
20 O B-DATE June
20 O L-DATE 2013
20 O O to
20 O O Present
20 O B-DATE June
20 O L-DATE 2013
20 O O Present
20 O O Product
20 O O Technologies
20 O B-ORG Cloud
20 O L-ORG amp
20 O B-ORG Mobile
20 O L-ORG Migrations
20 O O DevOps
20 O O for
20 O O Test
20 O O Strategies
20 O B-PERSON Visual
20 O L-PERSON Studio
20 O U-PERSON Azure

20 O O Orchestrated
20 O O projects
20 O O as
20 O O an
20 O O Individual
20 O O Contributor
20 O O and
20 O U-PERSON Led
20 O O teams
20 O O across
20 O O global
20 O O engagements

20 O O Contributed
20 O O to
20 O B-PERCENT 60
20 O L-PERCENT %
20 O O of
20 O O the
20 O O software
20 O O component
20 O O automation
20 O O in
20 O O the
20 O O projects

20 O O Streamlined
20 O O process
20 O O and
20 O O tools
20 O O for
20 O B-ORG Dev
20 O L-ORG Ops
20 O O implementation
20 O O that
20 O O included
20 O O training
20 O O metrics
20 O O and
20 O O reporting

20 O B-PERSON Led
20 O L-PERSON Manual
20 O O and
20 O B-ORG Automated
20 O I-ORG Test
20 O L-ORG Management
20 O O to
20 O O elevate
20 O O the
20 O O quality
20 O O of
20 O U-GPE Mobile
20 O O x
20 O O Platform
20 O U-PERSON Cloud
20 O O and
20 O B-PERSON IoT
20 O L-PERSON Applications

20 O O Designed
20 O U-PERSON Developed
20 O O and
20 O U-PERSON Maintained
20 O O automation
20 O O coverage
20 O O for
20 O U-ORG UI
20 O O and
20 O U-ORG API
20 O O layer
20 O O by
20 O O handshaking
20 O B-PERSON Visual
20 O L-PERSON Studio
20 O O with
20 O B-PERSON Open
20 O L-PERSON Source
20 O O frameworks

20 O O Migrated
20 O U-CARDINAL millions
20 O O of
20 O O customers
20 O O to
20 O B-PERSON Azure
20 O L-PERSON Cloud
20 O O through
20 O U-ORG FastTrack
20 O O program

20 O O Developed
20 O O Tools
20 O O that
20 O O reduced
20 O O manual
20 O O efforts
20 O O worth
20 O B-TIME 40
20 O L-TIME hours
20 O O for
20 O O each
20 O O process

20 O U-PERSON Programmer
20 O O Analyst
20 O O Cognizant
20 O B-DATE March
20 O L-DATE 2010
20 O O to
20 O B-DATE May
20 O L-DATE 2013
20 O B-ORG Built
20 O L-ORG WCF
20 O O services
20 O O for
20 O O iOS
20 O O and
20 O B-PERSON Android
20 O L-PERSON Applications
20 O O for
20 O O a
20 O U-PERSON PoC
20 O O which
20 O O helped
20 O O business
20 O O to
20 O O grab
20 O O more
20 O O mobile
20 O O projects

20 O O Delivered
20 O O quality
20 O O of
20 O O products
20 O O to
20 O O customers
20 O O with
20 O O the
20 O O stipulated
20 O O time

20 O O Stand
20 O O ups
20 O O defect
20 O O triage
20 O O brown
20 O O bag
20 O O sessions
20 O O bug
20 O O bash
20 O O and
20 O O retrospectives

20 O O Owned
20 O O and
20 O O managed
20 O U-DATE weekly
20 O O quality
20 O O report

20 O O Initiated
20 O O transformation
20 O O of
20 O O web
20 O O to
20 O O mobile
20 O O apps
20 O O within
20 O O project
20 O O and
20 O O assisted
20 O O senior
20 O O stakeholders
20 O O of
20 O O the
20 O O company
20 O O in
20 O O analyzing
20 O O the
20 O O opportunity

20 O O Projects
20 O O IoT
20 O O and
20 O B-ORG Smart
20 O I-ORG City
20 O L-ORG Projects

20 O O Formulated
20 O O the
20 O O use
20 O O of
20 O B-ORG VSO
20 O L-ORG Dashboards
20 O O for
20 O O ease
20 O O of
20 O O status
20 O O reporting
20 O O which
20 O O reduced
20 O O manual
20 O O effort
20 O O of
20 O B-TIME an
20 O I-TIME hour
20 O I-TIME per
20 O L-TIME day

20 O O https://www.indeed.com/r/Ganesh-AlalaSundaram/dd5b500021e61f65?isid=rex-download&ikw=download-top&co=IN
20 O O https://www.indeed.com/r/Ganesh-AlalaSundaram/dd5b500021e61f65?isid=rex-download&ikw=download-top&co=IN

20 O U-PERSON Leveraged
20 O O developer
20 O O background
20 O O to
20 O O automate
20 O U-ORG UI
20 O O and
20 O U-ORG API
20 O O components
20 O O through
20 O O C
20 O O #
20 O B-ORG Xamarin
20 O L-ORG UI
20 O O in
20 O O iOS
20 O O and
20 O U-ORG Android
20 O O apps

20 O O Led
20 O O process
20 O O improvements
20 O O that
20 O O standardized
20 O O operations
20 O O that
20 O O included
20 O O on
20 O O boarding
20 O O reporting
20 O O and
20 O O customer
20 O O acceptance

20 O B-ORG PubSec
20 O I-ORG Projects
20 O I-ORG Dubai
20 O I-ORG Columbia
20 O I-ORG New
20 O L-ORG York

20 O O Coordinated
20 O O between
20 O O in
20 O O house
20 O O and
20 O O client
20 O O teams
20 O O and
20 O O kept
20 O O stakeholders
20 O O informed
20 O O of
20 O O progress
20 O O and
20 O O milestones

20 O U-PERSON Supervised
20 O O an
20 O O avg

20 O O of
20 O O 10-member
20 O O software
20 O U-ORG QA
20 O O team
20 O O in
20 O O developing
20 O O and
20 O O implementing
20 O O quality-
20 O O assurance
20 O O and
20 O O quality
20 O O control
20 O O methodologies
20 O O to
20 O O ensure
20 O O compliance
20 O O with
20 O U-ORG QA
20 O O standards

20 O O Created
20 O O tools
20 O O that
20 O O helped
20 O O the
20 O O development
20 O O ecosystem
20 O O by
20 O O automating
20 O O the
20 O O long
20 O O running
20 O O manual
20 O O process

20 O U-PERSON Brought
20 O O a
20 O O strong
20 O O focus
20 O O on
20 O O """"
20 O O voice
20 O O of
20 O O the
20 O O customer
20 O O """"
20 O O into
20 O O the
20 O O software
20 O O development
20 O O function
20 O O to
20 O O ensure
20 O O product
20 O O and
20 O O customer
20 O O success
20 O O Portfolio
20 O O MSDN
20 O O Blog
20 O O https://blogs.msdn.microsoft.com/ganesh/
20 O U-PERSON GitHub
20 O O Repo-
20 O O https://github.com/ganesh-alalasundaram/
20 O O Personal
20 O O Website
20 O O http://www.ganeshalalasundaram.com
20 - O EDUCATION
20 - B-ORG Software
20 - I-ORG Product
20 - L-ORG Management
20 - O Product
20 - O School
20 O B-GPE New
20 O L-GPE York
20 - B-ORG NY
20 - I-ORG Bachelor
20 - I-ORG of
20 - I-ORG Computer
20 - I-ORG Science
20 - I-ORG in
20 - I-ORG Computer
20 - I-ORG Science
20 - L-ORG Engineering
20 - U-PERSON Anna
20 - O University
20 O O SKILLS
20 O O Automation
20 O U-GPE Testing
20 O B-ORG Mobile
20 O L-ORG Testing
20 O U-ORG SDET
20 O U-NORP Scrum
20 O O Master
20 O O CERTIFICATIONS
20 O O LICENSES
20 O O Certified
20 O O ScrumMaster
20 O U-ORG CSM
20 O O PUBLICATIONS
20 O O MSDN
20 O O https://blogs.msdn.microsoft.com/ganesh
20 O U-ORG GIT
20 O O https://github.com/ganesh-alalasundaram
20 O O https://blogs.msdn.microsoft.com/ganesh
20 O O https://github.com/ganesh-alalasundaram

21 O O Satyendra
21 O O Singh
21 B-Designation O Sales
21 L-Designation O Manager
21 O U-GPE Mumbai
21 O B-ORG Maharashtra
21 O L-ORG Email
21 O O me
21 O O on
21 O O Indeed
21 O O indeed.com
21 O O r
21 O O Satyendra-
21 O O Singh/3fca29d67a089f37
21 O O To
21 O O obtain
21 O O a
21 O O challenging
21 O O position
21 O O in
21 O U-ORG Office
21 O O administration
21 O B-ORG Clerical
21 O L-ORG Sales
21 O O utilizing
21 O O proven
21 O O experience
21 O O with
21 O O the
21 O O opportunity
21 O O for
21 O U-ORG Professional
21 O O growth
21 O O based
21 O O on
21 O O merit
21 O O performance

21 O O CRITICAL
21 O O COMPETENCIES
21 O O Initiative
21 O O and
21 O O commitment
21 O O to
21 O O achieve
21 O O Organizing
21 O O for
21 O O result
21 O U-PERSON Adaptability
21 O O and
21 O O Innovation
21 O O Professionalism
21 O O Attention
21 O O to
21 O O detail
21 O O Quality
21 O O WORK
21 O O EXPERIENCE
21 B-Designation O Sales
21 L-Designation O Manager
21 O U-PERSON Edelweiss
21 O O investment
21 O O adviser
21 O O LIMITEDc
21 O U-GPE Mumbai
21 O B-ORG Maharashtra
21 O B-DATE March
21 O L-DATE 2018
21 O O to
21 O O Present
21 O O Hi
21 O O this
21 O O is
21 O O satyender
21 O U-PERSON Singh
21 O O ..
21 O O I
21 O O am
21 O O dealing
21 O O into
21 O O home
21 O O loan
21 O O mortgage
21 O O loans
21 O O properties
21 O O etc

21 B-Designation O SALES
21 L-Designation O MANAGER
21 O O SOLDES
21 O O TECHNO
21 O O PRIVATE
21 O O LIMITED
21 O O Mumbai
21 O U-ORG Maharashtra
21 O B-DATE December
21 O I-DATE 2016
21 O I-DATE to
21 O I-DATE February
21 O L-DATE 2018
21 O O Dealing
21 O O into
21 O O home
21 O O loan
21 O O mortgage
21 O O loan
21 O O and
21 O O property
21 O O etc

21 B-Designation O Senior
21 I-Designation O Sales
21 L-Designation O officer
21 O O HDB
21 O O FINANCIAL
21 O O SERVICES
21 O O LTD
21 O B-DATE June
21 O L-DATE 2016
21 O O to
21 O O November
21 O O 2016
21 B-Designation O Senior
21 I-Designation O Export
21 L-Designation O Executive
21 O O TECHNOMAG
21 O O INDUSTRIES
21 O O MUMBAI
21 O U-GPE Mumbai
21 O B-ORG Maharashtra
21 O B-DATE November
21 O L-DATE 2007
21 O O to
21 O B-DATE May
21 O L-DATE 2016
21 B-Designation O Administrative
21 L-Designation O Executive
21 O O AM
21 O O CONSULTANTS
21 O O MUMBAI
21 O O Mumbai
21 O B-ORG Maharashtra
21 O O https://www.indeed.com/r/Satyendra-Singh/3fca29d67a089f37?isid=rex-download&ikw=download-top&co=IN
21 O O https://www.indeed.com/r/Satyendra-Singh/3fca29d67a089f37?isid=rex-download&ikw=download-top&co=IN
21 O B-DATE September
21 O L-DATE 2005
21 O O to
21 O B-DATE October
21 O L-DATE 2007
21 O U-ORG EDUCATION
21 "B-College Name" B-ORG Guru
21 "I-College Name" I-ORG Nanak
21 "I-College Name" L-ORG College
21 "L-College Name" U-GPE Mumbai
21 O O in
21 U-Degree O Arts
21 O U-GPE Mumbai
21 O U-ORG Maharashtra
21 O B-DATE April
21 O L-DATE 2005
21 O O SKILLS
21 O U-PERSON EXCEL
21 O B-DATE Less
21 O I-DATE than
21 O I-DATE 1
21 O L-DATE year
21 O O INTERNET
21 O U-PERSON EXPLORER
21 O B-DATE Less
21 O I-DATE than
21 O I-DATE 1
21 O L-DATE year
21 O B-ORG MS
21 O L-ORG WORD
21 O O Less
21 O O than
21 O O 1
21 O O year
21 O U-ORG OUTLOOK
21 O O Less
21 O O than
21 O O 1
21 O O year
21 O U-ORG POWERPOINT
21 O B-DATE Less
21 O I-DATE than
21 O I-DATE 1
21 O L-DATE year
21 O O ADDITIONAL
21 O O INFORMATION
21 O O COMPUTER
21 O O KNOWLEDGE
21 O O Experience
21 O O in
21 O B-WORK_OF_ART Ms
21 O I-WORK_OF_ART Word
21 O I-WORK_OF_ART Excel
21 O L-WORK_OF_ART Powerpoint
21 O O Internet
21 O O explorer
21 O O and
21 O O outlook

22 O U-PERSON Sameer
22 O O More
22 O U-GPE Mumbai
22 O B-ORG Maharashtra
22 O L-ORG Email
22 O O me
22 O O on
22 O O Indeed
22 O O indeed.com/r/Sameer-More/183ccba2cb00a02a
22 O O Looking
22 O O for
22 O O opportunity
22 O O to
22 O O explore
22 O O my
22 O O skills
22 O O and
22 O O become
22 O B-ORG a
22 O I-ORG Professional
22 O I-ORG in
22 O L-ORG Industry

22 O O An
22 O O opportunity
22 O O that
22 O O gives
22 O O platform
22 O O good
22 O O working
22 O O environment
22 O O to
22 O O put
22 O B-PERCENT 100
22 O L-PERCENT %
22 O O efforts
22 O O for
22 O O an
22 O O organization
22 O O and
22 O O grow
22 O O with
22 O O an
22 O O organization
22 O O by
22 O O coordinating
22 O O with
22 O O the
22 O O seniors

22 O O WORK
22 O O EXPERIENCE
22 B-Designation O Assistant
22 I-Designation O Manager
22 L-Designation O Sales
22 O B-ORG Kotak
22 O I-ORG Mahindra
22 O L-ORG Bank
22 O O Mumbai
22 O U-ORG Maharashtra
22 O B-DATE February
22 O L-DATE 2018
22 O O to
22 O B-ORG Present
22 O L-ORG Sales
22 O O Marketing
22 O O EDUCATION
22 U-Degree B-ORG HSC
22 "B-College Name" U-GPE Mumbai
22 "L-College Name" O university
22 O U-GPE Mumbai
22 O U-ORG Maharashtra
22 O U-DATE 2012
22 O O to
22 O O 2013
22 U-Degree O SSC
22 O U-ORG Maharashtra
22 O O state
22 O O board
22 O U-DATE 2008
22 O O to
22 O U-DATE 2009
22 U-Degree B-ORG B.Com
22 "B-College Name" I-ORG Mumbai
22 "L-College Name" L-ORG University
22 O O ADDITIONAL
22 O O INFORMATION

22 O U-PERSON Honesty

22 O O Team
22 O O player

22 O O Punctuality

22 O O Listening

22 O O Patience

22 O O Flexible
22 O O for
22 O O working
22 O O in
22 O O any
22 O O situation

22 O O Self
22 O O -discipline
22 O O https://www.indeed.com/r/Sameer-More/183ccba2cb00a02a?isid=rex-download&ikw=download-top&co=IN

23 O B-PERSON Arpit
23 O L-PERSON Jain
23 B-Designation B-FAC Quality
23 L-Designation I-FAC Analyst
23 O I-FAC ThoughtWorks
23 O L-FAC Technologies
23 O O Pune
23 O O Email
23 O O me
23 O O on
23 O O Indeed
23 O O indeed.com/r/Arpit-Jain/3714fe32f98b03a9

23 B-Designation B-PERSON Quality
23 L-Designation L-PERSON Analyst
23 O O with
23 O O a
23 O O total
23 O O experience
23 O O of
23 O B-DATE 4
23 O L-DATE years
23 O O in
23 O O delivering
23 O O quality
23 O O software

23 O O Expertise
23 O O in
23 O O Agile
23 O O Development
23 O O Practices

23 O O Experience
23 O O with
23 O O Continuous
23 O O Integration
23 O O amp
23 O O Delivery

23 O O Worked
23 O O with
23 O B-ORG Product
23 O I-ORG Owners
23 O L-ORG amp
23 O O Business
23 O O Analysts
23 O O to
23 O O incorporate
23 O O the
23 O O quality
23 O O from
23 O O initial
23 O O phases

23 O U-ORG Awarded
23 O O for
23 O O going
23 O O extra
23 O O miles
23 O O and
23 O O making
23 O O project
23 O O deliveries
23 O O possible
23 O O on
23 O O defined
23 O O timelines

23 O O Active
23 O O participation
23 O O in
23 O O recruitment
23 O O activities

23 O U-PERSON Organizer
23 O O for
23 O O the
23 O O events
23 O O for
23 O B-ORG Quality
23 O L-ORG Enthusiasts
23 O O vodQA
23 O O Pune
23 O O Skills
23 O O Manual
23 O O Testing
23 O O JavaScript
23 O O Selenium
23 O O WebDriver
23 O U-ORG JASMINE
23 O O GitHub
23 O O Protractor
23 O B-PERSON Java
23 O O MYSQL
23 O O API
23 O O Testing
23 O O Willing
23 O O to
23 O O relocate
23 O O to
23 O O Pune
23 O B-ORG Maharashtra
23 O L-ORG NCR
23 O U-GPE Delhi
23 O O WORK
23 - O EXPERIENCE
23 - O Quality
23 O O Analyst
23 O B-ORG ThoughtWorks
23 O L-ORG Technologies
23 O B-DATE April
23 O L-DATE 2016
23 O O to
23 O B-ORG Present
23 O I-ORG Alternative
23 O I-ORG Assets
23 O I-ORG Management
23 O L-ORG Responsibilities

23 O B-ORG Test
23 O I-ORG Strategy
23 O L-ORG Planning
23 O O and
23 O B-ORG Designing

23 O O Active
23 O O Involvement
23 O O in
23 O B-ORG the
23 O I-ORG Product
23 O I-ORG Release
23 O L-ORG Planning

23 O O Leading
23 O O a
23 O O team
23 O O of
23 O U-CARDINAL 4
23 O O QA

23 O U-ORG UI
23 O O testing
23 O O on
23 O B-ORG Mobile
23 O I-ORG Browsers
23 O I-ORG and
23 O I-ORG Desktop
23 O L-ORG Browsers
23 O O https://www.indeed.com/r/Arpit-Jain/3714fe32f98b03a9?isid=rex-download&ikw=download-top&co=IN

23 O B-ORG Functional
23 O I-ORG Automation
23 O L-ORG Testing
23 O O using
23 O B-ORG Protractor
23 O I-ORG and
23 O I-ORG Selenium
23 O I-ORG WebDriver

23 O B-ORG Iteration
23 O L-ORG Management
23 O O and
23 O O working
23 O O closely
23 O O with
23 O B-ORG Product
23 O I-ORG Owners

23 O B-ORG API
23 O L-ORG Testing
23 O O using
23 O U-ORG Frisby
23 O O and
23 O B-ORG Postman

23 O O Performance
23 O O Testing
23 O O using
23 O O JMeter

23 O O Security
23 O O Testing
23 O O using
23 O O ZAP
23 O B-PERSON Test
23 O L-PERSON Engineer
23 O O Infosys
23 O O Ltd
23 O B-ORG ThoughtWorks
23 O L-ORG Technologies
23 O B-DATE June
23 O I-DATE 2014
23 O I-DATE to
23 O I-DATE March
23 O L-DATE 2016
23 O O Pharmaceuticals
23 O O Responsibilities

23 O B-PERSON White
23 O I-PERSON Box
23 O L-PERSON Testing
23 O O of
23 O O Optimization
23 O O Algorithms

23 O B-ORG Test
23 O I-ORG Data
23 O L-ORG Management

23 O B-ORG Test
23 O I-ORG Data
23 O L-ORG Generation
23 O O using
23 O U-ORG Pandas
23 O O and
23 O U-ORG JavaScript
23 O O libraries

23 O B-ORG Functional
